Full Item Description,DPCI,UPC,GENDER,Brand,Form,Price Tier
049-01-1700 Dove DAC 2.6oz Pink Rosa,49011700,7940036252,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM PLUS
049-01-1701 DOVE BEAUTY 2.6 OZ GO FRESH COOL E,49011701,7940035297,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM PLUS
049-01-1701 Dove DAC 2.6oz Cool Essentials,49011701,7940035297,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM PLUS
049-01-1702 Dove DAC 2.6oz Revive,49011702,7940035299,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM PLUS
049-01-1702 DOVE BEAUTY 2.6 OZ GO FRESH REVIVE,49011702,7940035299,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM PLUS
049-01-1703 DOVE BEAUTY 2.6 OZ GO FRESH REBALA,49011703,7940035298,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM PLUS
049-01-1703 Dove DAC 2.6oz Rebalance,49011703,7940035298,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM PLUS
049-01-1706 AXE 2.7oz Peace Invisible Solid,49011706,7940033629,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1707 AXE 2.7oz Harmony Invisible Solid,49011707,7940035741,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1708 AXE 3oz Peace Deodorant,49011708,7940033635,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1709 AXE 3oz Harmony Deodorant,49011709,7940035743,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1710 AXE 4OZ Peace Body Spray,49011710,7940033521,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1711 Axe Clean 4 floz Total Body Deodora,49011711,7940035935,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1711 Axe 4.0z Harmony Body Spray,49011711,7940035935,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1711 AXE 4OZ Harmony Body Spray,49011711,7940035935,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1712 DFM ADRN Overtime 12p 2.7z,49011712,7940035756,MEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1713 DFM ADRN Cool Rush 12p 2.7z,49011713,7940034766,MEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1714 Ducks DMC Clean Comfort 3.8z DS,49011714,,MEN'S,DOVE MEN,DRY SPRAY,PREMIUM PLUS
049-01-1715 Hokies DMC Clean Comfort 3.8z DS,49011715,,MEN'S,DOVE MEN,DRY SPRAY,PREMIUM PLUS
049-01-1716 Gators DMC Clean Comfort 3.8z DS,49011716,,MEN'S,DOVE MEN,DRY SPRAY,PREMIUM PLUS
049-01-1717 Bulldog DMC Clean Comfort 3.8z DS,49011717,,MEN'S,DOVE MEN,DRY SPRAY,PREMIUM PLUS
049-01-1718 DFW Clinical Stress Control 12p 1.7,49011718,7940032722,WOMEN'S,DEGREE,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1722 DFW IS MotionSense Daisy Fresh 12p,49011722,7940035178,WOMEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1723 DEGREE       2.6 OZ BERRY COOL 2.6O,49011723,7940034960,WOMEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1724 AXE Scented 8 oz Underarm Anti-pers,49011724,7940037248,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1725 AXE Scented 8 oz Underarm Anti-pers,49011725,7940037247,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1726 AXE Scented 8 oz Underarm Anti-pers,49011726,7940037249,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1727 Ducks DFM Adventure 2.7z IS,49011727,,MEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1728 Hokies DFM Adventure 2.7z IS,49011728,7940035731,MEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1729 Gators DFM Adventure  2.7z IS,49011729,,MEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1730 Bulldogs DFM Adventure 2.7z IS,49011730,,MEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1732 DEGREE       3 OZ MALE 3OZ IS SOLID,49011732,7940036542,MEN'S,DEGREE,STICKS/SOLID,BASE
049-01-1747 AXE          DARK TEMPATION HOLIDAY,49011747,7940033687,MEN'S,AXE,GIFTPACK,
049-01-1749 AXE          PHOENIX GIFT BOX SOLID,49011749,7940033697,MEN'S,AXE,GIFTPACK,
049-01-1750 AXE          DARK TEMPTATION HOLIDA,49011750,7940033698,MEN'S,AXE,GIFTPACK,
049-01-1751 AXE          ANARCHY HOLIDAY GB SOL,49011751,7940033699,MEN'S,AXE,GIFTPACK,
049-01-1752 AXE          APOLLO HOLIDAY GB SOLI,49011752,7940033700,MEN'S,AXE,GIFTPACK,
049-01-1753 AXE          PHOENIX HOLIDAY GB SPR,49011753,7940033682,MEN'S,AXE,BODY SPRAY,
049-01-1754 AXE          DARK TEMPTATION HOLIDA,49011754,7940033683,MEN'S,AXE,BODY SPRAY,
049-01-1755 AXE          ANARCHY HOLIDAY GB SPR,49011755,7940033684,MEN'S,AXE,BODY SPRAY,
049-01-1756 AXE          APOLLO HOLIDAY GB SPR,49011756,7940033685,MEN'S,AXE,BODY SPRAY,
049-01-1757 AXE          ANARCHY HOLIDAY GB SPR,49011757,7940033663,MEN'S,AXE,BODY SPRAY,
049-01-1758 Axe Clean 4 oz Total Body Deodorant,49011758,,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1761 DEGREE Clean 2.7 oz Underarm Anti-p,49011761,,MEN'S,DEGREE,STICKS/SOLID,
049-01-1762 DEGREE Clean 2.7 oz Underarm Anti-p,49011762,,MEN'S,DEGREE,STICKS/SOLID,
049-01-1764 OLD SPICE RZ 3OZ DEO Swagger + Old,49011764,1204402255,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-1765 OLD SPICE FC 2.6OZ Fiji + Old Spice,49011765,1204402256,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-1766 Speedstick Fresh 6 floz Underarm An,49011766,2220095116,MEN'S,SPEEDSTICK,STICKS/SOLID,BASE
049-01-1766 Speedstick Fresh 6 floz Antiperspir,49011766,2220095116,MEN'S,SPEEDSTICK,STICKS/SOLID,BASE
049-01-1767 DOVE BEAUTY DOVE2.6ZTWINBEAUTFINSH,49011767,7940031143,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM
049-01-1769 up & up Fresh 1.6 oz Underarm Anti-,49011769,,WOMEN'S,UP & UP,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1769 up & up Fresh 1.6 oz Antiperspirant,49011769,,WOMEN'S,UP & UP,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1770 up & up Powder 1.6 oz Underarm Anti,49011770,,WOMEN'S,UP & UP,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1770 up & up Powder 1.6 oz Antiperspiran,49011770,,WOMEN'S,UP & UP,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1771 up & up Fresh 2.6 oz Underarm Anti-,49011771,,WOMEN'S,UP & UP,STICKS/SOLID,BASE
049-01-1771 up & up Fresh 2.6 oz Antiperspirant,49011771,,WOMEN'S,UP & UP,STICKS/SOLID,BASE
049-01-1772 up & up Fresh 2.6 oz Underarm Anti-,49011772,,WOMEN'S,UP & UP,STICKS/SOLID,BASE
049-01-1772 up & up Fresh 2.6 oz Antiperspirant,49011772,,WOMEN'S,UP & UP,STICKS/SOLID,BASE
049-01-1773 DEGREE Scented 1.7 oz Underarm Anti,49011773,,MEN'S,DEGREE,CLINICAL,
049-01-1774 DEGREE Scented 1.7 oz Underarm Anti,49011774,,MEN'S,DEGREE,CLINICAL,
049-01-1788 Ecom Ban Unscented 1.5 oz Underarm,49011788,1904500172,WOMEN'S,BAN,ROLL ON,BASE
049-01-1788 Ecom Ban Unscented 1.5 oz Antipersp,49011788,1904500172,WOMEN'S,BAN,ROLL ON,BASE
049-01-1789 Ecom Ban Powder 1.5 oz Underarm Ant,49011789,1904505381,WOMEN'S,BAN,ROLL ON,BASE
049-01-1794 OLD SPICE WC 2.6OZ IS Hawkridge Twi,49011794,1204402333,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-1795 OLD SPICE FC 3OZ DEO Fiji Twin,49011795,1204402033,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-1796 Old Spice 2.6z WC IS Bearglove Twin,49011796,1204402335,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-1797 OLD SPICE FC 5.2OZ IS Denaili Twin,49011797,1204402037,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-1798 AXE 4OZ Anarchy Male Twin Pack Body,49011798,7940038515,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1799 OLD SPICE HE 6OZ IS Pure Sport Twin,49011799,1204401451,MEN'S,OLD SPICE,STICKS/SOLID,BASE
049-01-1817 Ducks DMC Extra Fresh 2.7z IS,49011817,,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1818 Hokies DMC Extra Fresh 2.7z IS,49011818,,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1819 Gators DMC Extra Fresh 2.7z IS,49011819,,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1820 Bulldog DMC Extra Fresh 2.7z IS,49011820,,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1826 SECRET OL 2.6oz IS Completely Clean,49011826,3700063686,WOMEN'S,SECRET,STICKS/SOLID,PREMIUM
049-01-1827 SECRET OL 2.6oz IS Powder Protectio,49011827,3700063685,WOMEN'S,SECRET,STICKS/SOLID,PREMIUM
049-01-1828 SECRET OL 2.7oz CG Completely Clean,49011828,3700063684,WOMEN'S,SECRET,GEL,PREMIUM
049-01-1829 SECRET OL 2.7oz CG Powder Protectio,49011829,3700063683,WOMEN'S,SECRET,GEL,PREMIUM
049-01-1845 SECRET OL 2.6oz IS Completely Clean,49011845,3700062965,WOMEN'S,SECRET,STICKS/SOLID,PREMIUM
049-01-1846 SECRET OL 2.6oz IS Powder Protectio,49011846,3700062964,WOMEN'S,SECRET,STICKS/SOLID,PREMIUM
049-01-1847 SECRET SE 2.6oz IS Lavender + CL .5,49011847,3700062967,WOMEN'S,SECRET,STICKS/SOLID,PREMIUM
049-01-1848 SECRET OL 2.7oz CG Completely Clean,49011848,3700062962,WOMEN'S,SECRET,GEL,PREMIUM
049-01-1849 SECRET OL 2.7oz CG Powder Protectio,49011849,3700062963,WOMEN'S,SECRET,GEL,PREMIUM
049-01-1850 SECRET SE 2.7oz CG Lavender + CL .5,49011850,3700062966,WOMEN'S,SECRET,GEL,PREMIUM
049-01-1851 OLD SPICE FC 2.6oz IS FIJI + WC .75,49011851,1204402364,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-1852 OLD SPICE WC 2.6oz IS Wolfthorn + W,49011852,1204402366,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-1853 OLD SPICE RZ 3oz DEO Swagger + WC .,49011853,1204402365,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-1854 OLD SPICE WC 4oz Fiji Body Spray +,49011854,1204402424,MEN'S,OLD SPICE,BODY SPRAY,PREMIUM
049-01-1855 OLD SPICE WC 4oz Bearglove Body Spr,49011855,1204402425,MEN'S,OLD SPICE,BODY SPRAY,PREMIUM
049-01-1856 OLD SPICE RZ 4oz Swagger Body Spray,49011856,1204402426,MEN'S,OLD SPICE,BODY SPRAY,PREMIUM
049-01-1857 SECRET SE 2.6OZ IS Fearlessly Fresh,49011857,3700091945,WOMEN'S,SECRET,STICKS/SOLID,PREMIUM
049-01-1858 SECRET SE 2.6OZ CG Feerlessly Fresh,49011858,3700091944,WOMEN'S,SECRET,GEL,PREMIUM
049-01-1859 SECRET 5.8Z IS POWDER FRESH TRIPLE,49011859,3700065381,WOMEN'S,SECRET,STICKS/SOLID,BASE
049-01-1860 SECRET CL 1.6OZ CG Feerlessly Fresh,49011860,3700091941,WOMEN'S,SECRET,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1861 SECRET CL 1.6OZ IS Feerlessly Fresh,49011861,3700091943,WOMEN'S,SECRET,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1862 SECRET 5.8Z IS CLEAN LAVENDER TRIPL,49011862,3700065382,WOMEN'S,SECRET,STICKS/SOLID,BASE
049-01-1863 OLD SPICE HE 5.25Z DEO FRESH TRIPLE,49011863,1204402484,MEN'S,OLD SPICE,STICKS/SOLID,BASE
049-01-1864 OLD SPICE HE 5.25Z DEO PURE SPORT T,49011864,1204402483,MEN'S,OLD SPICE,STICKS/SOLID,BASE
049-01-2014 Ecom Old Spice Scented 22.85 oz Und,49012014,1204402481,MEN'S,OLD SPICE,GIFTPACK,PREMIUM
